API_remaining,Degradant_1,Degradant_2,Degradant_3,Total_degradants,AMB,RMB,Z_MB,True_case
91.749,2.842,0.354,4.626,7.822000000000001,99.571,0.9480063022663915,-0.21450000000000102,consistent
88.488,5.058,9.037,0.23,14.325000000000001,102.813,1.2443537178596247,1.4065000000000012,overestimation
65.562,5.258,6.765,2.01,14.033,79.595,0.40748591671990236,-10.2025,missing
96.353,0.595,0.12,2.574,3.2889999999999997,99.642,0.9018371264052631,-0.17900000000000205,consistent
96.035,0.214,1.518,1.797,3.529,99.564,0.8900378310214367,-0.21800000000000352,consistent
91.745,5.025,3.484,0.647,9.156,100.90100000000001,1.1091459721380987,0.45050000000000523,consistent
97.219,0.649,0.138,1.171,1.9580000000000002,99.17699999999999,0.704063286587557,-0.41150000000000375,consistent
94.768,1.844,0.144,4.522,6.51,101.278,1.2442660550458717,0.6390000000000029,overestimation
90.898,4.213,2.62,1.592,8.425,99.323,0.9256207426939131,-0.33850000000000335,consistent
91.882,1.215,1.564,5.626,8.405000000000001,100.287,1.0353535353535361,0.14350000000000307,consistent
79.757,3.495,1.881,2.868,8.244,88.001,0.40725188954206404,-5.999499999999998,missing
68.19,2.541,5.848,4.764,13.152999999999999,81.34299999999999,0.4134863250550141,-9.328500000000005,missing
93.37,3.053,3.512,2.131,8.696,102.066,1.3116138763197596,1.0330000000000013,overestimation
73.892,2.948,6.988,5.405,15.341000000000001,89.233,0.587597671211889,-5.383499999999998,missing
93.015,2.068,2.385,3.129,7.581999999999999,100.597,1.0854688618468145,0.2984999999999971,consistent
76.567,5.799,2.943,1.113,9.855,86.422,0.4205607476635513,-6.7890000000000015,missing
89.196,4.309,2.482,4.44,11.231000000000002,100.42699999999999,1.0395223991114402,0.21349999999999625,consistent
82.436,2.108,2.893,2.357,7.358,89.79400000000001,0.4189250740150309,-5.102999999999994,missing
97.905,0.375,1.209,0.336,1.9200000000000002,99.825,0.9164677804295949,-0.08749999999999858,consistent
92.753,5.59,2.723,1.17,9.482999999999999,102.236,1.3085414654339724,1.118000000000002,overestimation
81.795,2.989,1.463,11.343,15.795,97.59,0.8676187860477892,-1.2049999999999983,physical_loss
75.156,9.539,6.948,2.162,18.649,93.805,0.7506440186765418,-3.0974999999999966,physical_loss
91.585,8.136,4.137,0.404,12.677,104.262,1.5064765300059406,2.1310000000000002,overestimation
97.308,0.569,1.412,1.427,3.408,100.71600000000001,1.2659732540861846,0.3580000000000041,consistent
91.492,3.414,3.274,2.272,8.96,100.452,1.0531264692054543,0.2259999999999991,consistent
93.224,7.568,1.718,1.17,10.456,103.68,1.5430932703659985,1.8400000000000034,overestimation
95.948,1.988,1.567,0.502,4.0569999999999995,100.005,1.0012339585389913,0.0024999999999977263,consistent
66.684,5.228,11.948,0.577,17.753,84.437,0.5328670908872614,-7.781500000000001,missing
85.272,2.966,11.412,3.68,18.058,103.33000000000001,1.2260999456816952,1.6650000000000063,overestimation
64.436,29.585,0.471,1.923,31.979,96.415,0.8991958159937017,-1.7924999999999969,physical_loss
77.908,0.041,10.603,4.524,15.168,93.076,0.6865833785985878,-3.4620000000000033,physical_loss
66.744,24.58,0.358,1.161,26.099,92.843,0.7847907144575414,-3.5784999999999982,physical_loss
65.939,0.91,11.078,13.214,25.201999999999998,91.14099999999999,0.7399078124541262,-4.429500000000004,physical_loss
66.578,16.701,4.876,2.203,23.78,90.358,0.7115073903416912,-4.820999999999998,physical_loss
65.418,8.882,8.078,6.841,23.801000000000002,89.21900000000001,0.688248221618183,-5.390499999999996,physical_loss
66.921,3.141,12.953,13.26,29.354,96.275,0.8873907917409839,-1.8624999999999972,physical_loss
94.159,0.189,1.914,4.009,6.112,100.271,1.046396165040234,0.1355000000000004,consistent
88.406,3.698,2.616,7.932,14.246,102.652,1.228739002932552,1.3260000000000005,overestimation
87.702,7.54,3.943,8.028,19.511000000000003,107.213,1.5865181330297609,3.606499999999997,overestimation
67.766,1.254,4.655,14.675,20.584000000000003,88.35000000000001,0.6385803809641994,-5.824999999999996,missing
91.193,6.009,1.702,1.996,9.707,100.9,1.1021914386283636,0.45000000000000284,consistent
85.625,5.79,6.952,9.589,22.331000000000003,107.956,1.5534608695652177,3.9780000000000015,overestimation
84.388,3.041,2.378,2.095,7.514000000000001,91.902,0.48129643863694616,-4.0489999999999995,missing
62.023,6.189,2.214,19.357,27.759999999999998,89.783,0.7309687442399347,-5.108499999999999,physical_loss
95.771,0.79,3.387,0.169,4.345999999999999,100.117,1.027666114920785,0.05850000000000222,consistent
70.197,1.142,4.992,3.123,9.257000000000001,79.45400000000001,0.31060631480052353,-10.272999999999996,missing
89.471,8.913,3.527,2.134,14.574000000000002,104.045,1.3841770348561124,2.022500000000001,overestimation
74.057,10.69,2.047,7.005,19.742,93.799,0.7609759858150562,-3.1004999999999967,physical_loss
71.305,17.533,1.052,3.978,22.563000000000002,93.86800000000001,0.7863042341871409,-3.0659999999999954,physical_loss
86.981,2.253,12.924,3.39,18.567,105.548,1.4261464014133185,2.774000000000001,overestimation
94.81,4.299,1.918,1.016,7.2330000000000005,102.043,1.3936416184971105,1.0215000000000032,overestimation
75.49,1.238,11.249,8.315,20.802,96.292,0.8487148102815175,-1.8539999999999992,physical_loss
69.188,0.723,16.426,3.969,21.118,90.306,0.6853823185771777,-4.847000000000001,physical_loss
87.544,12.797,0.935,3.018,16.75,104.294,1.3447334617854845,2.1469999999999985,overestimation
74.561,14.766,1.894,5.706,22.366,96.927,0.8792012264633046,-1.5364999999999966,physical_loss
89.43,9.229,1.022,0.842,11.093,100.52300000000001,1.049479659413435,0.2615000000000052,consistent
91.19,0.11,7.848,1.542,9.5,100.69,1.078320090805902,0.34499999999999886,consistent
86.315,5.697,6.22,6.009,17.926000000000002,104.241,1.3099013518450857,2.1205,overestimation
95.29,0.627,3.621,1.004,5.252000000000001,100.542,1.11507430997877,0.2710000000000008,consistent
80.656,0.064,4.902,1.853,6.819,87.47500000000001,0.35251240694789093,-6.262499999999996,missing
91.108,2.807,8.796,0.067,11.67,102.778,1.3124156545209182,1.389000000000003,overestimation
92.938,5.682,0.262,1.163,7.107000000000001,100.045,1.0063721325403574,0.022500000000000853,consistent
76.024,6.801,8.793,2.292,17.886,93.91,0.745995995995996,-3.0450000000000017,physical_loss
79.233,10.418,0.308,4.774,15.5,94.733,0.7463764626571003,-2.633499999999998,physical_loss
96.9,0.912,0.191,1.673,2.776,99.676,0.8954838709677435,-0.16199999999999903,consistent
75.275,16.305,3.088,1.914,21.307000000000002,96.58200000000001,0.861759352881699,-1.708999999999996,physical_loss
86.966,1.735,3.071,3.262,8.068,95.03399999999999,0.6189964707687583,-2.483000000000004,missing
71.245,3.22,10.585,7.967,21.772000000000002,93.01700000000001,0.757155277343071,-3.491499999999995,physical_loss
73.902,12.891,3.75,1.487,18.128,92.03,0.6946126139934095,-3.9849999999999994,missing
78.919,1.828,8.165,1.152,11.144999999999998,90.064,0.5286751102888856,-4.9680000000000035,missing
92.946,0.913,5.628,2.022,8.563,101.509,1.2139211794726394,0.7545000000000002,overestimation
71.359,11.542,2.801,6.763,21.106,92.465,0.7369156104884605,-3.7674999999999983,physical_loss
92.271,6.123,0.022,2.22,8.365,100.636,1.0822874886790013,0.31799999999999784,consistent
88.023,4.862,1.334,9.418,15.613999999999999,103.637,1.3036653586039906,1.8185000000000002,overestimation
67.698,5.741,17.972,0.506,24.219,91.917,0.7497678162342888,-4.041499999999999,physical_loss
74.213,2.485,13.371,0.796,16.652,90.865,0.6457517353705354,-4.567500000000003,missing
88.431,0.282,1.435,4.937,6.654,95.085,0.5751577491572304,-2.457500000000003,missing
90.401,2.745,2.726,3.278,8.749,99.14999999999999,0.9114491092822166,-0.42500000000000426,consistent
93.487,2.849,0.686,3.362,6.897,100.384,1.0589590050667887,0.19200000000000017,consistent
66.446,4.936,6.027,12.11,23.073,89.519,0.6876378375156464,-5.240499999999997,missing
70.777,0.19,1.051,15.38,16.621000000000002,87.398,0.5687643294665162,-6.301000000000002,missing
69.516,12.556,11.953,2.783,27.292,96.808,0.8952893321086474,-1.5959999999999965,physical_loss
79.247,6.208,1.241,5.105,12.554,91.801,0.604924589216017,-4.099499999999999,missing
83.818,2.971,2.869,0.041,5.881,89.699,0.3634285008033617,-5.150500000000001,missing
66.903,6.48,6.21,8.508,21.198,88.101,0.6404810103634772,-5.9495000000000005,missing
92.54,0.045,8.113,3.197,11.355,103.89500000000001,1.5221179624664893,1.9475000000000051,overestimation
88.131,1.109,3.264,0.046,4.419,92.55,0.37231443255539637,-3.7250000000000014,missing
82.834,5.094,5.398,0.806,11.298000000000002,94.132,0.6581614819993011,-2.9339999999999975,missing
77.304,11.972,3.524,2.001,17.497,94.801,0.7709287980260839,-2.599499999999999,physical_loss
90.421,4.731,0.895,4.298,9.924,100.345,1.036016285624805,0.17249999999999943,consistent
93.899,1.011,4.122,0.752,5.885,99.784,0.964595967874119,-0.10799999999999699,consistent
93.7,3.763,0.321,3.806,7.89,101.59,1.2523809523809528,0.7950000000000017,overestimation
71.133,12.741,2.531,7.032,22.304000000000002,93.437,0.7726469671250908,-3.281500000000001,physical_loss
78.315,4.602,1.619,0.734,6.955,85.27,0.3207286142494812,-7.365000000000002,missing
88.359,4.496,1.94,5.136,11.572,99.931,0.9940726741688853,-0.03450000000000131,consistent
67.07,4.499,7.881,5.444,17.823999999999998,84.89399999999999,0.5412693592468871,-7.553000000000004,missing
96.074,2.382,0.726,1.61,4.718,100.792,1.201732042791645,0.3960000000000008,consistent
91.252,2.436,5.238,1.534,9.208,100.46,1.0525834476451754,0.22999999999999687,consistent
66.442,11.834,12.369,5.05,29.253,95.695,0.87171464330413,-2.1525000000000034,physical_loss
91.56,0.702,5.974,2.28,8.956,100.516,1.061137440758294,0.25800000000000267,consistent
78.487,1.438,3.684,8.136,13.258,91.74499999999999,0.6162785292613766,-4.127500000000005,missing
91.925,1.481,1.849,6.793,10.123000000000001,102.048,1.2536222910216714,1.024000000000001,overestimation
88.122,0.188,9.438,3.192,12.818000000000001,100.94,1.0791379020037044,0.46999999999999886,consistent
75.001,11.522,8.866,0.237,20.624999999999996,95.626,0.8250330013200529,-2.1869999999999976,physical_loss
68.648,0.391,19.264,8.253,27.908,96.556,0.8901505486093391,-1.7220000000000013,physical_loss
96.715,0.25,2.703,0.939,3.892,100.607,1.1847792998477942,0.30349999999999966,consistent
85.396,0.75,2.28,2.662,5.692,91.088,0.3897562311695426,-4.456000000000003,missing
73.16,2.342,10.677,6.539,19.558,92.71799999999999,0.7286885245901639,-3.6410000000000053,physical_loss
90.718,4.855,3.288,4.918,13.061,103.779,1.4071320836026724,1.8894999999999982,overestimation
95.852,1.536,1.91,0.101,3.5469999999999997,99.399,0.8551108968177442,-0.30049999999999955,consistent
92.591,2.729,1.603,4.036,8.367999999999999,100.95899999999999,1.129437171008232,0.4794999999999945,consistent
90.44,1.409,6.282,2.815,10.506,100.946,1.0989539748953971,0.472999999999999,consistent
96.631,1.73,0.283,1.603,3.6159999999999997,100.247,1.0733155238943306,0.12349999999999994,consistent
88.895,4.591,8.601,1.847,15.039,103.934,1.3542548401620886,1.9669999999999987,overestimation
80.002,8.361,6.059,1.319,15.739,95.741,0.7870287028702869,-2.1295,physical_loss
89.834,4.397,3.343,2.035,9.775,99.60900000000001,0.9615384615384619,-0.19549999999999557,consistent
88.568,3.125,2.4,0.876,6.401000000000001,94.969,0.5599195241427571,-2.515500000000003,missing
88.352,5.939,8.342,0.506,14.787,103.13900000000001,1.2694883241758246,1.569500000000005,overestimation
88.517,2.909,3.794,4.843,11.546,100.06299999999999,1.0054863711573627,0.03149999999999409,consistent
93.202,1.62,1.661,4.222,7.503,100.705,1.1037069726390112,0.35249999999999915,consistent
69.925,4.534,15.748,4.297,24.579,94.50399999999999,0.8172568578553615,-2.7480000000000047,physical_loss
91.313,6.874,1.536,4.07,12.48,103.793,1.436629446299068,1.8965000000000032,overestimation
88.369,7.679,0.581,3.591,11.850999999999999,100.22,1.0189149686183474,0.10999999999999943,consistent
90.074,1.533,2.729,11.12,15.382,105.456,1.5496675397944788,2.7280000000000015,overestimation
87.758,14.934,0.834,3.217,18.985,106.743,1.5508086913902952,3.3714999999999975,overestimation
92.174,0.273,0.88,6.117,7.27,99.444,0.9289547661640692,-0.2779999999999987,consistent
96.084,0.197,2.214,1.114,3.5250000000000004,99.60900000000001,0.9001532175689487,-0.19549999999999557,consistent
88.746,2.744,0.75,10.762,14.256,103.002,1.2667496001421712,1.5009999999999977,overestimation
97.541,0.297,1.274,1.101,2.6719999999999997,100.213,1.0866205774705149,0.10649999999999693,consistent
94.6,2.655,2.472,0.907,6.034,100.634,1.1174074074074063,0.31700000000000017,consistent
87.711,0.824,0.997,4.733,6.553999999999999,94.265,0.5333224835218487,-2.8674999999999997,missing
89.051,5.139,8.574,3.395,17.108,106.159,1.562517124851585,3.079500000000003,overestimation
89.388,0.755,1.596,8.543,10.893999999999998,100.28200000000001,1.026573690162081,0.14100000000000534,consistent
93.14,1.084,2.088,4.255,7.427,100.56700000000001,1.0826530612244898,0.28350000000000364,consistent
68.904,14.485,0.37,3.38,18.235,87.139,0.5864098276305634,-6.430500000000002,missing
70.921,3.459,18.833,2.907,25.198999999999998,96.12,0.8665703772481861,-1.9399999999999977,physical_loss
87.317,2.781,1.997,3.175,7.953,95.27,0.6270598438855157,-2.365000000000002,missing
88.459,0.13,2.554,1.615,4.2989999999999995,92.75800000000001,0.3724980504289057,-3.620999999999995,missing
74.297,9.708,8.789,0.573,19.07,93.36699999999999,0.7419367389020736,-3.316500000000005,physical_loss
93.706,0.779,5.454,1.92,8.152999999999999,101.85900000000001,1.295360660946934,0.9295000000000044,overestimation
71.557,0.491,6.373,8.44,15.303999999999998,86.861,0.5380585732869247,-6.569499999999998,missing
93.216,1.44,2.217,5.729,9.386,102.60199999999999,1.3835495283018855,1.3009999999999948,overestimation
64.176,10.811,8.839,5.219,24.869,89.045,0.6941994193836535,-5.477499999999999,physical_loss
88.459,0.181,7.278,7.104,14.562999999999999,103.022,1.2618490598734948,1.5110000000000028,overestimation
89.749,2.356,0.417,1.624,4.397,94.146,0.4289337625597501,-2.9269999999999996,missing
61.464,11.465,14.487,6.789,32.741,94.205,0.8496211334855719,-2.897500000000001,physical_loss
88.407,7.627,4.031,0.646,12.304,100.711,1.0613301129992234,0.35549999999999926,consistent
86.868,1.776,1.018,3.924,6.718,93.586,0.5115747791653973,-3.2070000000000007,missing
65.327,1.067,17.662,0.876,19.605,84.932,0.5654255472557898,-7.533999999999999,missing
93.225,4.897,4.472,0.939,10.308,103.53299999999999,1.5214760147601463,1.7664999999999935,overestimation
87.617,12.811,1.554,1.718,16.083,103.7,1.2987967374626508,1.8500000000000014,overestimation
91.679,0.763,8.988,2.346,12.097,103.776,1.4537916115851464,1.8879999999999981,overestimation
84.235,2.475,9.346,0.883,12.704,96.939,0.8058357120202981,-1.5305000000000035,physical_loss
91.582,2.558,1.688,3.4,7.645999999999999,99.228,0.9082917557614627,-0.3860000000000028,consistent
86.716,2.507,3.169,2.435,8.111,94.827,0.6105841613971693,-2.586500000000001,missing
86.046,3.958,0.562,0.446,4.966,91.012,0.35588361760068815,-4.494,missing
89.175,2.761,1.764,6.598,11.123000000000001,100.298,1.027528868360277,0.1490000000000009,consistent
68.792,2.251,10.734,0.269,13.254,82.046,0.4246987951807229,-8.976999999999997,missing
74.956,14.505,5.517,2.933,22.955000000000002,97.911,0.9165868072192942,-1.0444999999999993,physical_loss
94.938,2.751,2.374,2.731,7.856,102.794,1.5519557487159232,1.3969999999999985,overestimation
92.484,0.972,2.724,3.406,7.102,99.586,0.944917509313464,-0.20700000000000074,consistent
80.963,0.562,7.253,0.924,8.739,89.702,0.4590534222829226,-5.149000000000001,missing
87.996,0.948,2.976,1.339,5.263,93.259,0.43843718760413175,-3.3705,missing
77.971,6.18,0.684,4.955,11.818999999999999,89.79,0.5365200417631305,-5.104999999999997,missing
67.29,0.859,17.51,3.447,21.816,89.10600000000001,0.6669520024457354,-5.446999999999996,missing
85.617,3.142,2.313,0.861,6.316,91.933,0.4391295279148997,-4.0334999999999965,missing
89.008,0.753,8.716,0.56,10.029,99.03699999999999,0.9123908296943227,-0.48150000000000404,consistent
94.264,1.45,2.605,2.871,6.926,101.19,1.2074616457461638,0.5949999999999989,overestimation
68.885,0.091,24.971,0.627,25.689,94.57400000000001,0.8256146553109434,-2.712999999999994,physical_loss
79.913,1.047,9.055,4.404,14.506,94.419,0.7221586100462984,-2.7905000000000015,physical_loss
92.74,3.232,3.65,0.713,7.595,100.335,1.0461432506887045,0.16749999999999687,consistent
82.002,3.039,3.139,8.582,14.760000000000002,96.762,0.8200911212356927,-1.6189999999999998,physical_loss
84.073,5.924,0.329,7.435,13.687999999999999,97.761,0.8594211088089404,-1.1195000000000022,physical_loss
75.454,0.175,7.059,13.024,20.258,95.71199999999999,0.8253075857573533,-2.1440000000000055,physical_loss
78.32,6.669,3.317,7.819,17.805,96.125,0.8212638376383761,-1.9375,physical_loss
93.036,4.118,0.652,4.994,9.764,102.8,1.402067777139575,1.3999999999999986,overestimation
78.771,2.888,2.565,1.654,7.106999999999999,85.878,0.3347778981581798,-7.061,missing
63.293,2.77,8.131,21.188,32.089,95.382,0.8741929332279946,-2.3089999999999975,physical_loss
80.423,5.876,1.769,5.911,13.556000000000001,93.979,0.6924452163252798,-3.0105000000000004,missing
88.495,3.318,5.166,5.847,14.331,102.82600000000001,1.2456323337679274,1.4130000000000038,overestimation
68.425,2.93,9.838,12.572,25.339999999999996,93.76499999999999,0.8025336500395881,-3.117500000000007,physical_loss
91.411,4.057,3.292,0.468,7.817,99.22800000000001,0.9101175922691817,-0.3859999999999957,consistent
73.356,1.223,0.848,14.138,16.209,89.565,0.6083546014111993,-5.217500000000001,missing
80.266,4.212,0.811,3.175,8.198,88.464,0.4154251545555895,-5.768000000000001,missing
76.912,12.394,4.903,0.57,17.867,94.77900000000001,0.7738652113652116,-2.6104999999999947,physical_loss
88.772,0.575,2.92,0.553,4.048,92.82000000000001,0.3605272532953333,-3.5899999999999963,missing
94.076,2.708,1.071,5.022,8.801,102.877,1.4856515867656972,1.4384999999999977,overestimation
84.429,5.538,3.04,4.87,13.448,97.87700000000001,0.8636567978935201,-1.0614999999999952,physical_loss
93.222,1.361,5.458,0.499,7.318,100.53999999999999,1.079669519032162,0.269999999999996,consistent
92.035,0.088,4.232,2.913,7.2330000000000005,99.268,0.9080979284369112,-0.36599999999999966,consistent
97.472,2.501,0.843,0.156,3.5,100.972,1.3844936708860727,0.4859999999999971,consistent
88.97,8.691,1.094,3.834,13.619,102.589,1.2347234814143244,1.2944999999999993,overestimation
94.075,0.055,2.442,2.768,5.265000000000001,99.34,0.8886075949367094,-0.3299999999999983,consistent
67.64,5.858,7.592,16.328,29.778,97.418,0.9202101359703337,-1.2909999999999968,physical_loss
61.049,2.295,25.899,6.1,34.294000000000004,95.343,0.8804395265846834,-2.3284999999999982,physical_loss
66.367,14.254,3.802,6.228,24.284,90.65100000000001,0.7220289596527221,-4.674499999999995,physical_loss
68.834,7.038,9.438,0.182,16.657999999999998,85.492,0.5344927164217417,-7.253999999999998,missing
67.922,13.859,5.72,2.104,21.683,89.60499999999999,0.6759461313049441,-5.197500000000005,missing
69.464,7.112,2.738,7.284,17.134,86.598,0.5611082001571915,-6.7010000000000005,missing
92.756,2.002,6.511,2.974,11.487,104.243,1.5857261181667588,2.1214999999999975,overestimation
86.712,3.354,2.398,0.826,6.578,93.29,0.4950331125827816,-3.354999999999997,missing
91.523,5.379,2.563,5.098,13.04,104.56299999999999,1.5382800519051543,2.281499999999994,overestimation
97.696,1.342,1.077,0.436,2.855,100.551,1.2391493055555545,0.27550000000000097,consistent
87.602,13.794,1.028,3.681,18.503,106.105,1.4924181319567678,3.052500000000002,overestimation
88.264,3.087,8.099,0.303,11.489,99.753,0.9789536468984319,-0.12349999999999994,consistent
96.955,0.012,2.701,0.11,2.823,99.77799999999999,0.9270935960591128,-0.1110000000000042,consistent
88.931,7.35,3.195,1.319,11.864,100.795,1.0718222061613514,0.39750000000000085,consistent
83.179,0.274,8.097,4.333,12.703999999999999,95.883,0.7552464181677665,-2.058500000000002,physical_loss
75.473,3.169,6.119,7.045,16.333,91.806,0.6659191910955273,-4.097000000000001,missing
87.277,10.901,5.812,3.46,20.173000000000002,107.45,1.5855537216065396,3.7250000000000014,overestimation
67.122,10.365,4.99,12.609,27.964,95.086,0.8505383539144716,-2.4570000000000007,physical_loss
89.923,4.465,8.789,1.165,14.419,104.342,1.4308822070060536,2.1709999999999994,overestimation
84.985,1.663,4.67,2.344,8.677,93.662,0.5778887778887778,-3.168999999999997,missing
77.904,1.495,2.299,13.145,16.939,94.84299999999999,0.7666093410572048,-2.5785000000000053,physical_loss
94.181,3.164,0.559,3.912,7.635,101.816,1.3120811135934003,0.9080000000000013,overestimation
69.107,9.283,6.281,3.771,19.335,88.44200000000001,0.6258699381736963,-5.778999999999996,missing
89.978,4.065,6.564,1.82,12.449000000000002,102.42699999999999,1.2421672320894028,1.2134999999999962,overestimation
86.93,3.687,1.257,1.029,5.973,92.903,0.4570007651109413,-3.548499999999997,missing
85.117,3.797,7.227,9.348,20.372,105.489,1.3688100517368813,2.744500000000002,overestimation
81.963,3.593,5.38,4.686,13.658999999999999,95.62199999999999,0.7572767089870818,-2.189000000000007,physical_loss
97.209,0.185,0.939,0.789,1.9129999999999998,99.122,0.6854174131135801,-0.43900000000000006,consistent
75.904,3.312,11.498,3.04,17.849999999999998,93.75399999999999,0.7407868525896413,-3.1230000000000047,physical_loss
94.294,1.495,2.437,2.166,6.098,100.392,1.0686996144409389,0.19599999999999795,consistent
88.238,5.197,0.206,2.034,7.437,95.675,0.6322904267981636,-2.1625000000000014,missing
86.788,6.328,2.526,0.254,9.107999999999999,95.896,0.6893732970027245,-2.0519999999999996,missing
88.838,6.275,1.758,7.398,15.431000000000001,104.26899999999999,1.3824583407991393,2.1344999999999956,overestimation
97.012,0.124,1.127,0.829,2.08,99.092,0.6961178045515396,-0.4540000000000006,consistent
91.511,1.833,7.772,2.689,12.294,103.80499999999999,1.448227117446106,1.9024999999999963,overestimation
88.393,3.84,0.331,8.034,12.205000000000002,100.598,1.0515206341001122,0.2989999999999995,consistent
75.903,6.549,3.185,0.333,10.067,85.97,0.41776984686890495,-7.015000000000001,missing
70.53,14.244,0.199,6.04,20.483,91.013,0.6950458092975909,-4.493499999999997,missing
87.352,0.896,0.118,3.943,4.957,92.309,0.39191967109424425,-3.8455000000000013,missing
65.799,3.648,23.401,0.779,27.828,93.62700000000001,0.813660419285986,-3.1864999999999952,physical_loss
64.536,2.709,20.081,7.106,29.896,94.432,0.842995713963456,-2.783999999999999,physical_loss
78.876,6.158,7.076,5.042,18.276,97.152,0.8651770498011742,-1.4239999999999995,physical_loss
91.69,2.575,5.108,3.826,11.509,103.199,1.3849578820697952,1.599499999999999,overestimation
94.151,0.484,3.348,4.434,8.266,102.417,1.4132330312873986,1.2085000000000008,overestimation
60.76,15.497,3.336,14.769,33.602,94.362,0.8563200815494392,-2.8190000000000026,physical_loss
74.223,10.094,0.274,2.134,12.501999999999999,86.725,0.48500601311246455,-6.637500000000003,missing
79.513,5.447,10.883,0.992,17.322,96.83500000000001,0.8455117879630987,-1.582499999999996,physical_loss
79.502,5.687,0.836,0.376,6.899000000000001,86.401,0.3365694214069665,-6.799500000000002,missing
88.048,2.41,15.028,0.871,18.309,106.357,1.531877510040161,3.1784999999999997,overestimation
69.413,1.14,8.353,2.381,11.874,81.28699999999999,0.3882041390133063,-9.356500000000004,missing
87.263,2.3,3.15,1.396,6.845999999999999,94.10900000000001,0.537489204679281,-2.9454999999999956,missing
